Key,japanese
Forest_LevelUP,パッシブスキル強化:森林
reqPerkForest01,{cvar(TimerForest_HH:0)}/1
reqPerkForest02,{cvar(TimerForest_HH:0)}/2
reqPerkForest03,{cvar(TimerForest_HH:0)}/4
reqPerkForest04,{cvar(TimerForest_HH:0)}/6
reqPerkForest05,{cvar(TimerForest_HH:0)}/8
reqPerkForest06,{cvar(TimerForest_HH:0)}/10
reqPerkForest07,{cvar(TimerForest_HH:0)}of12
reqPerkForest08,{cvar(TimerForest_HH:0)}/16
reqPerkForest09,{cvar(TimerForest_HH:0)}/20
reqPerkForest10,{cvar(TimerForest_HH:0)}/25
perkForestTimerRank1Desc,森の中で1時間生き延びる
perkForestTimerRank1LongDesc,[DECEA3]森のボーナス:[-]\n森で獲得できる経験値が[DECEA3]1%[-]増加、木材の生産量が[DECEA3]3%[-]増加、粘土の生産量が[DECEA3]3%[-]増加、すべてのゾンビへのダメージが[DECEA3]3%[-]増加
perkForestTimerRank2Desc,森の中で2時間生き延びる
perkForestTimerRank2LongDesc,[DECEA3]森のボーナス:[-]\n森で獲得できる経験値が[DECEA3]2%[-]増加、木材の生産量が[DECEA3]6%[-]増加、粘土の生産量が[DECEA3]6%[-]増加、すべてのゾンビへのダメージが[DECEA3]6%[-]増加
perkForestTimerRank3Desc,森の中で4時間生き延びる
perkForestTimerRank3LongDesc,[DECEA3]森のボーナス:[-]\n森で獲得できる経験値が[DECEA3]3%[-]増加、木材の生産量が[DECEA3]9%[-]増加、粘土の生産量が[DECEA3]9%[-]増加、すべてのゾンビへのダメージが[DECEA3]9%[-]増加
perkForestTimerRank4Desc,森の中で6時間生き延びる
perkForestTimerRank4LongDesc,[DECEA3]森のボーナス:[-]\n森で獲得できる経験値が[DECEA3]4%[-]増加、木材の生産量が[DECEA3]12%[-]増加、粘土の生産量が[DECEA3]12%[-]増加、すべてのゾンビへのダメージが[DECEA3]12%[-]増加
perkForestTimerRank5Desc,森の中で8時間生き延びる
perkForestTimerRank5LongDesc,[DECEA3]森のボーナス:[-]\n森で獲得できる経験値が[DECEA3]5%[-]増加、木材の生産量が[DECEA3]15%[-]増加、粘土の生産量が[DECEA3]15%[-]増加、すべてのゾンビへのダメージが[DECEA3]15%[-]増加
perkForestTimerRank6Desc,森の中で10時間生き延びる
perkForestTimerRank6LongDesc,[DECEA3]森のボーナス:[-]\n森で獲得できる経験値が[DECEA3]6%[-]増加、木材の生産量が[DECEA3]18%[-]増加、粘土の生産量が[DECEA3]18%[-]増加、すべてのゾンビへのダメージが[DECEA3]18%[-]増加
perkForestTimerRank7Desc,森の中で12時間生き延びる
perkForestTimerRank7LongDesc,[DECEA3]森のボーナス:[-]\n森で獲得できる経験値が[DECEA3]7%[-]増加、木材の生産量が[DECEA3]21%[-]増加、粘土の生産量が[DECEA3]21%[-]増加、すべてのゾンビへのダメージが[DECEA3]21%[-]増加
perkForestTimerRank8Desc,森の中で16時間生き延びる
perkForestTimerRank8LongDesc,[DECEA3]森のボーナス:[-]\n森で獲得できる経験値が[DECEA3]8%[-]増加、木材の生産量が[DECEA3]24%[-]増加、粘土の生産量が[DECEA3]24%[-]増加、すべてのゾンビへのダメージが[DECEA3]24%[-]増加
perkForestTimerRank9Desc,森の中で20時間生き延びる
perkForestTimerRank9LongDesc,[DECEA3]森のボーナス:[-]\n森で獲得できる経験値が[DECEA3]9%[-]増加、木材の生産量が[DECEA3]27%[-]増加、粘土の生産量が[DECEA3]27%[-]増加、すべてのゾンビへのダメージが[DECEA3]27%[-]増加
perkForestTimerRank10Desc,森の中で25時間生き延びる
perkForestTimerRank10LongDesc,[DECEA3]森林ボーナス:[-]\n森林で得られる経験値が[DECEA3]10%[-]増加、木材生産量が[DECEA3]30%[-]増加、粘土生産量が[DECEA3]30%[-]増加、すべてのゾンビへのダメージが[DECEA3]30%[-]増加\n\n[DECEA3]ボーナス能力（どこでも）[-][FFB800]森林官[-]\nハチミツの獲得量が[DECEA3]2[-]倍増加し、動物を伐採する際の資源量も[DECEA3]50%[-]増加します。
perkBurntTimerName,焼け森
perkBurntTimerDesc,常に煙が立ち込めていることに慣れるのは容易ではない。だが、それは時間の問題だ。\n焼け落ちたバイオームで過ごす時間が長ければ長いほど、そこで生き延びるのが容易になる。\n\n[DECEA3]現在:{cvar(TimerBurnt_HH:0)}時間{cvar(TimerBurnt_MM:0)}分[-]
Burnt_LevelUP,パッシブスキル強化:焼け森
reqPerkBurnt01,{cvar(TimerBurnt_HH:0)}/1
reqPerkBurnt02,{cvar(TimerBurnt_HH:0)}/2
reqPerkBurnt03,{cvar(TimerBurnt_HH:0)}/4
reqPerkBurnt04,{cvar(TimerBurnt_HH:0)}/6
reqPerkBurnt05,{cvar(TimerBurnt_HH:0)}/8
reqPerkBurnt06,{cvar(TimerBurnt_HH:0)}/10
reqPerkBurnt07,{cvar(TimerBurnt_HH:0)}/12
reqPerkBurnt08,{cvar(TimerBurnt_HH:0)}/16
reqPerkBurnt09,{cvar(TimerBurnt_HH:0)}/20
reqPerkBurnt10,{cvar(TimerBurnt_HH:0)}/25
perkBurntTimerRank1Desc,焼け焦げたバイオームで1時間生き延びる
perkBurntTimerRank1LongDesc,[DECEA3]焼けたバイオームのボーナス:[-]\n焼けたバイオームで得られる経験値が[DECEA3]1%[-]増加、硝酸カリウムの生産量が[DECEA3]5%[-]増加、すべてのゾンビへのダメージが[DECEA3]3%[-]増加
perkBurntTimerRank2Desc,焼け焦げたバイオームで2時間生き延びる
perkBurntTimerRank2LongDesc,[DECEA3]焼けたバイオームのボーナス:[-]\n焼けたバイオームで得られる経験値が[DECEA3]2%[-]増加、硝酸カリウムの生産量が[DECEA3]10%[-]増加、すべてのゾンビへのダメージが[DECEA3]6%[-]増加
perkBurntTimerRank3Desc,焼け焦げたバイオームで4時間生き延びる
perkBurntTimerRank3LongDesc,[DECEA3]焼けたバイオームのボーナス:[-]\n焼けたバイオームで得られる経験値が[DECEA3]3%[-]増加、硝酸カリウムの生産量が[DECEA3]15%[-]増加、すべてのゾンビへのダメージが[DECEA3]9%[-]増加
perkBurntTimerRank4Desc,焼け焦げたバイオームで6時間生き延びる
perkBurntTimerRank4LongDesc,[DECEA3]焼けたバイオームのボーナス:[-]\n焼けたバイオームで得られる経験値が[DECEA3]4%[-]増加、硝酸カリウムの生産量が[DECEA3]20%[-]増加、すべてのゾンビへのダメージが[DECEA3]12%[-]増加
perkBurntTimerRank5Desc,焼け焦げたバイオームで8時間生き延びろ
perkBurntTimerRank5LongDesc,[DECEA3]焼けたバイオームのボーナス:[-]\n焼けたバイオームで得られる経験値が[DECEA3]5%[-]増加、硝酸カリウムの生産量が[DECEA3]25%[-]増加、すべてのゾンビへのダメージが[DECEA3]15%[-]増加
perkBurntTimerRank6Desc,焼け焦げたバイオームで10時間生き延びる
perkBurntTimerRank6LongDesc,[DECEA3]焼けたバイオームのボーナス:[-]\n焼けたバイオームで得られる経験値が[DECEA3]6%[-]増加、硝酸カリウムの生産量が[DECEA3]30%[-]増加、すべてのゾンビへのダメージが[DECEA3]18%[-]増加
perkBurntTimerRank7Desc,焼け焦げたバイオームで12時間生き延びろ
perkBurntTimerRank7LongDesc,[DECEA3]焼けたバイオームのボーナス:[-]\n焼けたバイオームで得られる経験値が[DECEA3]7%[-]増加、硝酸カリウムの生産量が[DECEA3]35%[-]増加、すべてのゾンビへのダメージが[DECEA3]21%[-]増加
perkBurntTimerRank8Desc,焼け焦げたバイオームで16時間生き延びろ
perkBurntTimerRank8LongDesc,[DECEA3]焼けたバイオームのボーナス:[-]\n焼けたバイオームで得られる経験値が[DECEA3]8%[-]増加、硝酸カリウムの生産量が[DECEA3]40%[-]増加、すべてのゾンビへのダメージが[DECEA3]24%[-]増加、ミニボスへのダメージが[DECEA3]10%[-]増加
perkBurntTimerRank9Desc,焼け焦げたバイオームで20時間生き延びろ
perkBurntTimerRank9LongDesc,[DECEA3]焼けたバイオームのボーナス:[-]\n焼けたバイオームで得られる経験値が[DECEA3]9%[-]増加、硝酸カリウムの生産量が[DECEA3]45%[-]増加、すべてのゾンビへのダメージが[DECEA3]27%[-]増加、ミニボスへのダメージが[DECEA3]20%[-]増加
perkBurntTimerRank10Desc,焼け焦げたバイオームで25時間生き延びろ
perkBurntTimerRank10LongDesc,[DECEA3]焼けたバイオームのボーナス:[-]\n焼けたバイオームで得られる経験値が[DECEA3]10%[-]増加、硝酸カリウムの生産量が[DECEA3]50%[-]増加、すべてのゾンビへのダメージが[DECEA3]30%[-]増加、ミニボスへのダメージが[DECEA3]30%[-]増加\n\n[DECEA3]ボーナス能力（どこでも）[-][FFB800]耐火性[-]\n燃焼とミニボスの「地獄の炎」効果に対する耐性を付与します
perkDesertTimerName,砂漠
perkDesertTimerDesc,この暑さに慣れるのは容易ではない。だが、時間の問題だ。\n砂漠で過ごす時間が長ければ長いほど、そこで生き延びるのが容易になる。\n\n[DECEA3]現在:{cvar(TimerDesert_HH:0)}時間{cvar(TimerDesert_MM:0)}分[-]
Desert_LevelUP,パッシブスキル強化:砂漠
reqPerkDesert01,{cvar(TimerDesert_HH:0)}/1
reqPerkDesert02,{cvar(TimerDesert_HH:0)}/2
reqPerkDesert03,{cvar(TimerDesert_HH:0)}/4
reqPerkDesert04,{cvar(TimerDesert_HH:0)}/6
reqPerkDesert05,{cvar(TimerDesert_HH:0)}/8
reqPerkDesert06,{cvar(TimerDesert_HH:0)}/10
reqPerkDesert07,{cvar(TimerDesert_HH:0)}/12
reqPerkDesert08,{cvar(TimerDesert_HH:0)}/16
reqPerkDesert09,{cvar(TimerDesert_HH:0)}/20
reqPerkDesert10,{cvar(TimerDesert_HH:0)}/25
perkDesertTimerRank1Desc,砂漠で1時間生き延びる
perkDesertTimerRank1LongDesc,[DECEA3]砂漠ボーナス:[-]\n砂漠で獲得できる経験値が[DECEA3]1%[-]増加、鉄と頁岩の生産量が[DECEA3]5%[-]増加、全ゾンビへのダメージが[DECEA3]3%[-]増加
perkDesertTimerRank2Desc,砂漠で2時間生き延びる
perkDesertTimerRank2LongDesc,[DECEA3]砂漠ボーナス:[-]\n砂漠で獲得できる経験値が[DECEA3]2%[-]増加、鉄と頁岩の生産量が[DECEA3]10%[-]増加、全ゾンビへのダメージが[DECEA3]6%[-]増加
perkDesertTimerRank3Desc,砂漠で4時間生き延びる
perkDesertTimerRank3LongDesc,[DECEA3]砂漠ボーナス:[-]\n砂漠で獲得できる経験値が[DECEA3]3%[-]増加、鉄と頁岩の生産量が[DECEA3]15%[-]増加、全ゾンビへのダメージが[DECEA3]9%[-]増加
perkDesertTimerRank4Desc,砂漠で6時間生き延びる
perkDesertTimerRank4LongDesc,[DECEA3]砂漠ボーナス:[-]\n砂漠で獲得できる経験値が[DECEA3]4%[-]増加、鉄と頁岩の生産量が[DECEA3]20%[-]増加、全ゾンビへのダメージが[DECEA3]12%[-]増加
perkDesertTimerRank5Desc,砂漠で8時間生き延びる
perkDesertTimerRank5LongDesc,[DECEA3]砂漠ボーナス:[-]\n砂漠で獲得できる経験値が[DECEA3]5%[-]増加、鉄と頁岩の生産量が[DECEA3]25%[-]増加、全ゾンビへのダメージが[DECEA3]15%[-]増加
perkDesertTimerRank6Desc,砂漠で10時間生き延びる
perkDesertTimerRank6LongDesc,[DECEA3]砂漠ボーナス:[-]\n砂漠で獲得できる経験値が[DECEA3]6%[-]増加、鉄と頁岩の生産量が[DECEA3]30%[-]増加、全ゾンビへのダメージが[DECEA3]18%[-]増加
perkDesertTimerRank7Desc,砂漠で12時間生き延びる
perkDesertTimerRank7LongDesc,[DECEA3]砂漠ボーナス:[-]\n砂漠で獲得できる経験値が[DECEA3]7%[-]増加、鉄と頁岩の生産量が[DECEA3]35%[-]増加、全ゾンビへのダメージが[DECEA3]21%[-]増加
perkDesertTimerRank8Desc,砂漠で16時間生き延びる
perkDesertTimerRank8LongDesc,[DECEA3]砂漠ボーナス:[-]\n砂漠で得られる経験値が[DECEA3]8%[-]増加、鉄と頁岩の生産量が[DECEA3]40%[-]増加、すべてのゾンビへのダメージが[DECEA3]24%[-]増加、ミニボスへのダメージが[DECEA3]10%[-]増加
perkDesertTimerRank9Desc,砂漠で20時間生き延びる
perkDesertTimerRank9LongDesc,[DECEA3]砂漠ボーナス:[-]\n砂漠で獲得できる経験値が[DECEA3]9%[-]増加、鉄と頁岩の生産量が[DECEA3]45%[-]増加、全ゾンビへのダメージが[DECEA3]27%[-]増加、ミニボスへのダメージが[DECEA3]20%[-]増加
perkDesertTimerRank10Desc,砂漠で25時間生き延びる
perkDesertTimerRank10LongDesc,[DECEA3]砂漠ボーナス:[-]\n砂漠で獲得できる経験値が[DECEA3]10%[-]増加、鉄と頁岩の生産量が[DECEA3]50%[-]増加、すべてのゾンビへのダメージが[DECEA3]30%[-]増加、ミニボスへのダメージが[DECEA3]30%[-]増加\n\n[DECEA3]ボーナスアビリティ（どこでも）[-][FFB800]セカンドウィンド[-]\nキャラクターのスタミナが[DECEA3]30[-]ユニットを下回ると、スタミナリザーブ全体を回復します。クールダウン[DECEA3]3[-]分
perkWinterTimerName,冬
perkWinterTimerDesc,この寒さに慣れるのは容易ではない。だが、時間の問題だ。\n冬に長くいればいるほど、冬を生き抜くのが容易になる。\n\n[DECEA3]現在:{cvar(TimerWinter_HH:0)}h{cvar(TimerWinter_MM:0)}m[-]
Winter_LevelUP,パッシブスキル強化:冬
reqPerkWinter01,{cvar(TimerWinter_HH:0)}/1
reqPerkWinter02,{cvar(TimerWinter_HH:0)}/2
reqPerkWinter03,{cvar(TimerWinter_HH:0)}/4
reqPerkWinter04,{cvar(TimerWinter_HH:0)}/6
reqPerkWinter05,{cvar(TimerWinter_HH:0)}/8
reqPerkWinter06,{cvar(TimerWinter_HH:0)}/10
reqPerkWinter07,{cvar(TimerWinter_HH:0)}/12
reqPerkWinter08,{cvar(TimerWinter_HH:0)}/16
reqPerkWinter09,{cvar(TimerWinter_HH:0)}/20
reqPerkWinter10,{cvar(TimerWinter_HH:0)}/25
perkWinterTimerRank1Desc,冬に1時間生き延びる
perkWinterTimerRank1LongDesc,[DECEA3]雪山ボーナス:[-]\n冬季に獲得する経験値が[DECEA3]1%[-]増加、石炭生産量が[DECEA3]5%[-]増加、全ゾンビへのダメージが[DECEA3]3%[-]増加
perkWinterTimerRank2Desc,冬に2時間生き延びる
perkWinterTimerRank2LongDesc,[DECEA3]雪山ボーナス:[-]\n冬季に獲得する経験値が[DECEA3]2%[-]増加、石炭生産量が[DECEA3]10%[-]増加、全ゾンビへのダメージが[DECEA3]6%[-]増加
perkWinterTimerRank3Desc,冬に4時間生き延びる
perkWinterTimerRank3LongDesc,[DECEA3]雪山ボーナス:[-]\n冬季に獲得できる経験値が[DECEA3]3%[-]増加、石炭生産量が[DECEA3]15%[-]増加、全ゾンビへのダメージが[DECEA3]9%[-]増加
perkWinterTimerRank4Desc,冬に6時間生き延びる
perkWinterTimerRank4LongDesc,[DECEA3]雪山ボーナス:[-]\n冬季に獲得できる経験値が[DECEA3]4%[-]増加、石炭生産量が[DECEA3]20%[-]増加、全ゾンビへのダメージが[DECEA3]12%[-]増加
perkWinterTimerRank5Desc,冬に8時間生き延びる
perkWinterTimerRank5LongDesc,[DECEA3]雪山ボーナス:[-]\n冬季に獲得できる経験値が[DECEA3]5%[-]増加、石炭生産量が[DECEA3]25%[-]増加、全ゾンビへのダメージが[DECEA3]15%[-]増加
perkWinterTimerRank6Desc,冬に10時間生き延びる
perkWinterTimerRank6LongDesc,[DECEA3]ウインターボーナス:[-]\n冬に獲得できる経験値が[DECEA3]6%[-]増加、石炭生産量が[DECEA3]30%[-]増加、すべてのゾンビへのダメージが[DECEA3]18%[-]増加
perkWinterTimerRank7Desc,冬に12時間生き延びる
perkWinterTimerRank7LongDesc,[DECEA3]ウインターボーナス:[-]\n冬に獲得できる経験値が[DECEA3]7%[-]増加、石炭生産量が[DECEA3]35%[-]増加、すべてのゾンビへのダメージが[DECEA3]21%[-]増加
perkWinterTimerRank8Desc,冬に16時間生き延びる
perkWinterTimerRank8LongDesc,[DECEA3]ウインターボーナス:[-]\n冬に獲得できる経験値が[DECEA3]8%[-]増加、石炭生産量が[DECEA3]40%[-]増加、すべてのゾンビへのダメージが[DECEA3]24%[-]増加、ボスへのダメージが[DECEA3]5%[-]増加、ミニボスへのダメージが[DECEA3]10%[-]増加
perkWinterTimerRank9Desc,冬に20時間生き延びる
perkWinterTimerRank9LongDesc,[DECEA3]ウインターボーナス:[-]\n冬に獲得できる経験値が[DECEA3]9%[-]増加、石炭生産量が[DECEA3]45%[-]増加、すべてのゾンビへのダメージが[DECEA3]27%[-]増加、ボスへのダメージが[DECEA3]10%[-]増加、ミニボスへのダメージが[DECEA3]20%[-]増加
perkWinterTimerRank10Desc,冬に25時間生き延びる
perkWinterTimerRank10LongDesc,[DECEA3]ウインターボーナス:[-]\n冬季に獲得できる経験値が[DECEA3]10%[-]増加、石炭生産量が[DECEA3]50%[-]増加、全てのゾンビへのダメージが[DECEA3]30%[-]増加、ボスへのダメージが[DECEA3]15%[-]増加、ミニボスへのダメージが[DECEA3]30%[-]増加\n\n[DECEA3]ボーナスアビリティ（全範囲）[-][FFB800]強化[-]\nプレイヤーが受ける全てのダメージを[DECEA3]5%[-]軽減し、キャラクターをノックダウン効果から解放します
skillWeaponExpertName,武器の専門家
perkSniperExpertName,神からの狙撃手
perkSniperExpertDesc,スナイパーライフルで敵を倒すたびに、武器への理解が深まります。できるだけ多くのゾンビを倒して、真の達人になりましょう。\n\n[DECEA3]これまでのキル数:{cvar(CountSniperExpert:0)}[-]
SniperExpert_LevelUP,パッシブスキル強化:神の狙撃手
reqPerkSniperExpert01,{cvar(CountSniperExpert:0)}/15
reqPerkSniperExpert02,{cvar(CountSniperExpert:0)}/30
reqPerkSniperExpert03,{cvar(CountSniperExpert:0)}/60
reqPerkSniperExpert04,{cvar(CountSniperExpert:0)}/100
reqPerkSniperExpert05,{cvar(CountSniperExpert:0)}/175
reqPerkSniperExpert06,{cvar(CountSniperExpert:0)}/250
reqPerkSniperExpert07,{cvar(CountSniperExpert:0)}/350
reqPerkSniperExpert08,{cvar(CountSniperExpert:0)}/450
reqPerkSniperExpert09,{cvar(CountSniperExpert:0)}/550
reqPerkSniperExpert10,{cvar(CountSniperExpert:0)}/700
reqPerkSniperExpert11,{cvar(CountSniperExpert:0)}/850
reqPerkSniperExpert12,{cvar(CountSniperExpert:0)}/1000
reqPerkSniperExpert13,{cvar(CountSniperExpert:0)}/1200
reqPerkSniperExpert14,{cvar(CountSniperExpert:0)}/1400
reqPerkSniperExpert15,{cvar(CountSniperExpert:0)}/1600
reqPerkSniperExpert16,{cvar(CountSniperExpert:0)}/1800
reqPerkSniperExpert17,{cvar(CountSniperExpert:0)}/2000
reqPerkSniperExpert18,{cvar(CountSniperExpert:0)}/2300
reqPerkSniperExpert19,{cvar(CountSniperExpert:0)}/2650
reqPerkSniperExpert20,{cvar(CountSniperExpert:0)}/2900
reqPerkSniperExpert21,{cvar(CountSniperExpert:0)}/3200
reqPerkSniperExpert22,{cvar(CountSniperExpert:0)}/3600
reqPerkSniperExpert23,{cvar(CountSniperExpert:0)}/4000
reqPerkSniperExpert24,{cvar(CountSniperExpert:0)}/4400
reqPerkSniperExpert25,{cvar(CountSniperExpert:0)}/5000
perkSniperExpertRank1Desc,スナイパーライフルでゾンビを15体倒す
perkSniperExpertRank1LongDesc,スナイパーライフルの破損率が[DECEA3]1%[-]減少、リロード速度が[DECEA3]1%[-]増加、発射速度が[DECEA3]1%[-]増加
perkSniperExpertRank2Desc,スナイパーライフルでゾンビを30体倒す
perkSniperExpertRank2LongDesc,スナイパーライフルの破損率が[DECEA3]2%[-]減少、リロード速度が[DECEA3]2%[-]増加、発射速度が[DECEA3]2%[-]増加
perkSniperExpertRank3Desc,スナイパーライフルでゾンビを60体倒す
perkSniperExpertRank3LongDesc,スナイパーライフルの破損率が[DECEA3]3%[-]減少、リロード速度が[DECEA3]3%[-]増加、発射速度が[DECEA3]3%[-]増加
perkSniperExpertRank4Desc,スナイパーライフルでゾンビを100体倒す
perkSniperExpertRank4LongDesc,スナイパーライフルの破損率が[DECEA3]4%[-]減少、リロード速度が[DECEA3]4%[-]増加、発射速度が[DECEA3]4%[-]増加
perkSniperExpertRank5Desc,スナイパーライフルでゾンビを175体倒す
perkSniperExpertRank5LongDesc,スナイパーライフルの破損率が[DECEA3]5%[-]減少、リロード速度が[DECEA3]5%[-]増加、発射速度が[DECEA3]5%[-]増加
perkSniperExpertRank6Desc,スナイパーライフルでゾンビ250体を倒す
perkSniperExpertRank6LongDesc,スナイパーライフルの破損率が[DECEA3]6%[-]減少、リロード速度が[DECEA3]6%[-]増加、発射速度が[DECEA3]6%[-]増加
perkSniperExpertRank7Desc,スナイパーライフルでゾンビ350体を倒す
perkSniperExpertRank7LongDesc,スナイパーライフルの破損率が[DECEA3]7%[-]減少、リロード速度が[DECEA3]7%[-]増加、発射速度が[DECEA3]7%[-]増加
perkSniperExpertRank8Desc,スナイパーライフルでゾンビ450体を倒す
perkSniperExpertRank8LongDesc,スナイパーライフルの破損率が[DECEA3]8%[-]減少、リロード速度が[DECEA3]8%[-]増加、発射速度が[DECEA3]8%[-]増加
perkSniperExpertRank9Desc,スナイパーライフルでゾンビ550体を倒す
perkSniperExpertRank9LongDesc,スナイパーライフルの破損率が[DECEA3]9%[-]減少、リロード速度が[DECEA3]9%[-]増加、発射速度が[DECEA3]9%[-]増加
perkSniperExpertRank10Desc,スナイパーライフルでゾンビ700体を倒す
perkSniperExpertRank10LongDesc,スナイパーライフルの破損率が[DECEA3]10%[-]減少、リロード速度が[DECEA3]10%[-]増加、発射速度が[DECEA3]10%[-]増加
perkSniperExpertRank11Desc,スナイパーライフルでゾンビを850体倒す
perkSniperExpertRank11LongDesc,スナイパーライフルの破損率が[DECEA3]11%[-]減少、リロード速度が[DECEA3]11%[-]増加、発射速度が[DECEA3]11%[-]増加
perkSniperExpertRank12Desc,スナイパーライフルでゾンビ1000体を倒す
perkSniperExpertRank12LongDesc,スナイパーライフルの破損率が[DECEA3]12%[-]減少、リロード速度が[DECEA3]12%[-]増加、発射速度が[DECEA3]12%[-]増加
perkSniperExpertRank13Desc,スナイパーライフルでゾンビ1200体を倒す
perkSniperExpertRank13LongDesc,スナイパーライフルの破損率が[DECEA3]13%[-]減少、リロード速度が[DECEA3]13%[-]増加、発射速度が[DECEA3]13%[-]増加
perkSniperExpertRank14Desc,スナイパーライフルでゾンビ1400体を倒す
perkSniperExpertRank14LongDesc,スナイパーライフルの破損率が[DECEA3]14%[-]減少、リロード速度が[DECEA3]14%[-]増加、発射速度が[DECEA3]14%[-]増加
perkSniperExpertRank15Desc,スナイパーライフルでゾンビ1600体を倒す
perkSniperExpertRank15LongDesc,スナイパーライフルの破損率が[DECEA3]15%[-]減少、リロード速度が[DECEA3]15%[-]増加、発射速度が[DECEA3]15%[-]増加
perkSniperExpertRank16Desc,スナイパーライフルでゾンビ1800体を倒す
perkSniperExpertRank16LongDesc,スナイパーライフルの破損率が[DECEA3]16%[-]減少、リロード速度が[DECEA3]16%[-]増加、発射速度が[DECEA3]16%[-]増加
perkSniperExpertRank17Desc,スナイパーライフルでゾンビ2000体を倒す
perkSniperExpertRank17LongDesc,スナイパーライフルの破損率が[DECEA3]17%[-]減少、リロード速度が[DECEA3]17%[-]増加、発射速度が[DECEA3]17%[-]増加
perkSniperExpertRank18Desc,スナイパーライフルでゾンビ2300体を倒す
perkSniperExpertRank18LongDesc,スナイパーライフルの破損率が[DECEA3]18%[-]減少、リロード速度が[DECEA3]18%[-]増加、発射速度が[DECEA3]18%[-]増加
perkSniperExpertRank19Desc,スナイパーライフルでゾンビ2650体を倒す
perkSniperExpertRank19LongDesc,スナイパーライフルの破損率が[DECEA3]19%[-]減少、リロード速度が[DECEA3]19%[-]増加、発射速度が[DECEA3]19%[-]増加
perkSniperExpertRank20Desc,スナイパーライフルでゾンビ2900体を倒す
perkSniperExpertRank20LongDesc,スナイパーライフルの破損率が[DECEA3]20%[-]減少、リロード速度が[DECEA3]20%[-]増加、発射速度が[DECEA3]20%[-]増加
perkSniperExpertRank21Desc,スナイパーライフルでゾンビ3200体を倒す
perkSniperExpertRank21LongDesc,スナイパーライフルの破損率が[DECEA3]21%[-]減少、リロード速度が[DECEA3]21%[-]増加、発射速度が[DECEA3]21%[-]増加
perkSniperExpertRank22Desc,スナイパーライフルでゾンビ3600体を倒す
perkSniperExpertRank22LongDesc,スナイパーライフルの破損率が[DECEA3]22%[-]減少、リロード速度が[DECEA3]22%[-]増加、発射速度が[DECEA3]22%[-]増加
perkSniperExpertRank23Desc,スナイパーライフルでゾンビ4000体を倒す
perkSniperExpertRank23LongDesc,スナイパーライフルの破損率が[DECEA3]23%[-]減少、リロード速度が[DECEA3]23%[-]増加、発射速度が[DECEA3]23%[-]増加
perkSniperExpertRank24Desc,スナイパーライフルでゾンビ4400体を倒す
perkSniperExpertRank24LongDesc,スナイパーライフルの破損率が[DECEA3]24%[-]減少、リロード速度が[DECEA3]24%[-]増加、発射速度が[DECEA3]24%[-]増加
perkSniperExpertRank25Desc,スナイパーライフルでゾンビ5000体を倒す
perkSniperExpertRank25LongDesc,スナイパーライフルの破損率が[DECEA3]25%[-]減少、リロード速度が[DECEA3]25%[-]増加、発射速度が[DECEA3]25%[-]増加
perkShotgunExpertName,ショットガンエキスパート
perkShotgunExpertDesc,ショットガンで敵を倒すたびに、武器への理解が深まります。できるだけ多くのゾンビを倒して、ショットガンの真の達人になりましょう。\n\n[DECEA3]これまでのキル数:{cvar(CountShotgunExpert:0)}[-]
ShotgunExpert_LevelUP,パッシブスキル強化:ショットガンエキスパート
reqPerkShotgunExpert01,{cvar(CountShotgunExpert:0)}/15
reqPerkShotgunExpert02,{cvar(CountShotgunExpert:0)}/30
reqPerkShotgunExpert03,{cvar(CountShotgunExpert:0)}/60
reqPerkShotgunExpert04,{cvar(CountShotgunExpert:0)}/100
reqPerkShotgunExpert05,{cvar(CountShotgunExpert:0)}/175
reqPerkShotgunExpert06,{cvar(CountShotgunExpert:0)}/250
reqPerkShotgunExpert07,{cvar(CountShotgunExpert:0)}/350
reqPerkShotgunExpert08,{cvar(CountShotgunExpert:0)}/450
reqPerkShotgunExpert09,{cvar(CountShotgunExpert:0)}/550
reqPerkShotgunExpert10,{cvar(CountShotgunExpert:0)}/700
reqPerkShotgunExpert11,{cvar(CountShotgunExpert:0)}/850
reqPerkShotgunExpert12,{cvar(CountShotgunExpert:0)}/1000
reqPerkShotgunExpert13,{cvar(CountShotgunExpert:0)}/1200
reqPerkShotgunExpert14,{cvar(CountShotgunExpert:0)}/1400
reqPerkShotgunExpert15,{cvar(CountShotgunExpert:0)}/1600
reqPerkShotgunExpert16,{cvar(CountShotgunExpert:0)}/1800
reqPerkShotgunExpert17,{cvar(CountShotgunExpert:0)}/2000
reqPerkShotgunExpert18,{cvar(CountShotgunExpert:0)}/2300
reqPerkShotgunExpert19,{cvar(CountShotgunExpert:0)}/650
reqPerkShotgunExpert20,{cvar(CountShotgunExpert:0)}/2900
reqPerkShotgunExpert21,{cvar(CountShotgunExpert:0)}/3200
reqPerkShotgunExpert22,{cvar(CountShotgunExpert:0)}/3600
reqPerkShotgunExpert23,{cvar(CountShotgunExpert:0)}/4000
reqPerkShotgunExpert24,{cvar(CountShotgunExpert:0)}/4400
reqPerkShotgunExpert25,{cvar(CountShotgunExpert:0)}/5000
perkShotgunExpertRank1Desc,ショットガンでゾンビを15体倒す
perkShotgunExpertRank1LongDesc,ショットガンの耐久度減少が[DECEA3]1%[-]減少し、リロード速度が[DECEA3]1%[-]増加し、発射速度が[DECEA3]1%[-]増加します。
