Key,Source,Context,Changes,English
modAECMutatorRPM53,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.053[-]
modAECMutatorRPM53Desc,,,,Fire Rate +265%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM54,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.054[-]
modAECMutatorRPM54Desc,,,,Fire Rate +270%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM55,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.055[-]
modAECMutatorRPM55Desc,,,,Fire Rate +275%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM56,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.056[-]
modAECMutatorRPM56Desc,,,,Fire Rate +280%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM57,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.057[-]
modAECMutatorRPM57Desc,,,,Fire Rate +285%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM58,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.058[-]
modAECMutatorRPM58Desc,,,,Fire Rate +290%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM59,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.059[-]
modAECMutatorRPM59Desc,,,,Fire Rate +295%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM60,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.060[-]
modAECMutatorRPM60Desc,,,,Fire Rate +300%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM61,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.061[-]
modAECMutatorRPM61Desc,,,,Fire Rate +305%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM62,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.062[-]
modAECMutatorRPM62Desc,,,,Fire Rate +310%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM63,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.063[-]
modAECMutatorRPM63Desc,,,,Fire Rate +315%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM64,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.064[-]
modAECMutatorRPM64Desc,,,,Fire Rate +320%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM65,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.065[-]
modAECMutatorRPM65Desc,,,,Fire Rate +325%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM66,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.066[-]
modAECMutatorRPM66Desc,,,,Fire Rate +330%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM67,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.067[-]
modAECMutatorRPM67Desc,,,,Fire Rate +335%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM68,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.068[-]
modAECMutatorRPM68Desc,,,,Fire Rate +340%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM69,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.069[-]
modAECMutatorRPM69Desc,,,,Fire Rate +345%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM70,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.070[-]
modAECMutatorRPM70Desc,,,,Fire Rate +350%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM71,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.071[-]
modAECMutatorRPM71Desc,,,,Fire Rate +355%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM72,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.072[-]
modAECMutatorRPM72Desc,,,,Fire Rate +360%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM73,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.073[-]
modAECMutatorRPM73Desc,,,,Fire Rate +365%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM74,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.074[-]
modAECMutatorRPM74Desc,,,,Fire Rate +370%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM75,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.075[-]
modAECMutatorRPM75Desc,,,,Fire Rate +375%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM76,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.076[-]
modAECMutatorRPM76Desc,,,,Fire Rate +380%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM77,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.077[-]
modAECMutatorRPM77Desc,,,,Fire Rate +385%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM78,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.078[-]
modAECMutatorRPM78Desc,,,,Fire Rate +390%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM79,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.079[-]
modAECMutatorRPM79Desc,,,,Fire Rate +395%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM80,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.080[-]
modAECMutatorRPM80Desc,,,,Fire Rate +400%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM81,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.081[-]
modAECMutatorRPM81Desc,,,,Fire Rate +405%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM82,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.082[-]
modAECMutatorRPM82Desc,,,,Fire Rate +410%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM83,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.083[-]
modAECMutatorRPM83Desc,,,,Fire Rate +415%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM84,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.084[-]
modAECMutatorRPM84Desc,,,,Fire Rate +420%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM85,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.085[-]
modAECMutatorRPM85Desc,,,,Fire Rate +425%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM86,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.086[-]
modAECMutatorRPM86Desc,,,,Fire Rate +430%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM87,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.087[-]
modAECMutatorRPM87Desc,,,,Fire Rate +435%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM88,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.088[-]
modAECMutatorRPM88Desc,,,,Fire Rate +440%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM89,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.089[-]
modAECMutatorRPM89Desc,,,,Fire Rate +445%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM90,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.090[-]
modAECMutatorRPM90Desc,,,,Fire Rate +450%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM91,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.091[-]
modAECMutatorRPM91Desc,,,,Fire Rate +455%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM92,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.092[-]
modAECMutatorRPM92Desc,,,,Fire Rate +460%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM93,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.093[-]
modAECMutatorRPM93Desc,,,,Fire Rate +465%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM94,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.094[-]
modAECMutatorRPM94Desc,,,,Fire Rate +470%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM95,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.095[-]
modAECMutatorRPM95Desc,,,,Fire Rate +475%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM96,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.096[-]
modAECMutatorRPM96Desc,,,,Fire Rate +480%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM97,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.097[-]
modAECMutatorRPM97Desc,,,,Fire Rate +485%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM98,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.098[-]
modAECMutatorRPM98Desc,,,,Fire Rate +490%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRPM99,,,,[FFD700]AEC[-] [FFFFFF]RPM[-] [FFD700]LVL.099[-]
modAECMutatorRPM99Desc,,,,Fire Rate +495%\nCan be inserted on: bows / guns / ranged turrets
modAECMutatorRunBoost01,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.001[-]
modAECMutatorRunBoost01Desc,,,,Run Speed +2%\nCan be inserted on: boots
modAECMutatorRunBoost02,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.002[-]
modAECMutatorRunBoost02Desc,,,,Run Speed +4%\nCan be inserted on: boots
modAECMutatorRunBoost03,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.003[-]
modAECMutatorRunBoost03Desc,,,,Run Speed +6%\nCan be inserted on: boots
modAECMutatorRunBoost04,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.004[-]
modAECMutatorRunBoost04Desc,,,,Run Speed +8%\nCan be inserted on: boots
modAECMutatorRunBoost05,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.005[-]
modAECMutatorRunBoost05Desc,,,,Run Speed +10%\nCan be inserted on: boots
modAECMutatorRunBoost06,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.006[-]
modAECMutatorRunBoost06Desc,,,,Run Speed +12%\nCan be inserted on: boots
modAECMutatorRunBoost07,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.007[-]
modAECMutatorRunBoost07Desc,,,,Run Speed +14%\nCan be inserted on: boots
modAECMutatorRunBoost08,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.008[-]
modAECMutatorRunBoost08Desc,,,,Run Speed +16%\nCan be inserted on: boots
modAECMutatorRunBoost09,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.009[-]
modAECMutatorRunBoost09Desc,,,,Run Speed +18%\nCan be inserted on: boots
modAECMutatorRunBoost10,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.010[-]
modAECMutatorRunBoost10Desc,,,,Run Speed +20%\nCan be inserted on: boots
modAECMutatorRunBoost100,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.100[-]
modAECMutatorRunBoost100Desc,,,,Run Speed +200%\nCan be inserted on: boots
modAECMutatorRunBoost11,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.011[-]
modAECMutatorRunBoost11Desc,,,,Run Speed +22%\nCan be inserted on: boots
modAECMutatorRunBoost12,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.012[-]
modAECMutatorRunBoost12Desc,,,,Run Speed +24%\nCan be inserted on: boots
modAECMutatorRunBoost13,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.013[-]
modAECMutatorRunBoost13Desc,,,,Run Speed +26%\nCan be inserted on: boots
modAECMutatorRunBoost14,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.014[-]
modAECMutatorRunBoost14Desc,,,,Run Speed +28%\nCan be inserted on: boots
modAECMutatorRunBoost15,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.015[-]
modAECMutatorRunBoost15Desc,,,,Run Speed +30%\nCan be inserted on: boots
modAECMutatorRunBoost16,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.016[-]
modAECMutatorRunBoost16Desc,,,,Run Speed +32%\nCan be inserted on: boots
modAECMutatorRunBoost17,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.017[-]
modAECMutatorRunBoost17Desc,,,,Run Speed +34%\nCan be inserted on: boots
modAECMutatorRunBoost18,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.018[-]
modAECMutatorRunBoost18Desc,,,,Run Speed +36%\nCan be inserted on: boots
modAECMutatorRunBoost19,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.019[-]
modAECMutatorRunBoost19Desc,,,,Run Speed +38%\nCan be inserted on: boots
modAECMutatorRunBoost20,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.020[-]
modAECMutatorRunBoost20Desc,,,,Run Speed +40%\nCan be inserted on: boots
modAECMutatorRunBoost21,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.021[-]
modAECMutatorRunBoost21Desc,,,,Run Speed +42%\nCan be inserted on: boots
modAECMutatorRunBoost22,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.022[-]
modAECMutatorRunBoost22Desc,,,,Run Speed +44%\nCan be inserted on: boots
modAECMutatorRunBoost23,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.023[-]
modAECMutatorRunBoost23Desc,,,,Run Speed +46%\nCan be inserted on: boots
modAECMutatorRunBoost24,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.024[-]
modAECMutatorRunBoost24Desc,,,,Run Speed +48%\nCan be inserted on: boots
modAECMutatorRunBoost25,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.025[-]
modAECMutatorRunBoost25Desc,,,,Run Speed +50%\nCan be inserted on: boots
modAECMutatorRunBoost26,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.026[-]
modAECMutatorRunBoost26Desc,,,,Run Speed +52%\nCan be inserted on: boots
modAECMutatorRunBoost27,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.027[-]
modAECMutatorRunBoost27Desc,,,,Run Speed +54%\nCan be inserted on: boots
modAECMutatorRunBoost28,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.028[-]
modAECMutatorRunBoost28Desc,,,,Run Speed +56%\nCan be inserted on: boots
modAECMutatorRunBoost29,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.029[-]
modAECMutatorRunBoost29Desc,,,,Run Speed +58%\nCan be inserted on: boots
modAECMutatorRunBoost30,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.030[-]
modAECMutatorRunBoost30Desc,,,,Run Speed +60%\nCan be inserted on: boots
modAECMutatorRunBoost31,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.031[-]
modAECMutatorRunBoost31Desc,,,,Run Speed +62%\nCan be inserted on: boots
modAECMutatorRunBoost32,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.032[-]
modAECMutatorRunBoost32Desc,,,,Run Speed +64%\nCan be inserted on: boots
modAECMutatorRunBoost33,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.033[-]
modAECMutatorRunBoost33Desc,,,,Run Speed +66%\nCan be inserted on: boots
modAECMutatorRunBoost34,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.034[-]
modAECMutatorRunBoost34Desc,,,,Run Speed +68%\nCan be inserted on: boots
modAECMutatorRunBoost35,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.035[-]
modAECMutatorRunBoost35Desc,,,,Run Speed +70%\nCan be inserted on: boots
modAECMutatorRunBoost36,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.036[-]
modAECMutatorRunBoost36Desc,,,,Run Speed +72%\nCan be inserted on: boots
modAECMutatorRunBoost37,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.037[-]
modAECMutatorRunBoost37Desc,,,,Run Speed +74%\nCan be inserted on: boots
modAECMutatorRunBoost38,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.038[-]
modAECMutatorRunBoost38Desc,,,,Run Speed +76%\nCan be inserted on: boots
modAECMutatorRunBoost39,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.039[-]
modAECMutatorRunBoost39Desc,,,,Run Speed +78%\nCan be inserted on: boots
modAECMutatorRunBoost40,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.040[-]
modAECMutatorRunBoost40Desc,,,,Run Speed +80%\nCan be inserted on: boots
modAECMutatorRunBoost41,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.041[-]
modAECMutatorRunBoost41Desc,,,,Run Speed +82%\nCan be inserted on: boots
modAECMutatorRunBoost42,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.042[-]
modAECMutatorRunBoost42Desc,,,,Run Speed +84%\nCan be inserted on: boots
modAECMutatorRunBoost43,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.043[-]
modAECMutatorRunBoost43Desc,,,,Run Speed +86%\nCan be inserted on: boots
modAECMutatorRunBoost44,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.044[-]
modAECMutatorRunBoost44Desc,,,,Run Speed +88%\nCan be inserted on: boots
modAECMutatorRunBoost45,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.045[-]
modAECMutatorRunBoost45Desc,,,,Run Speed +90%\nCan be inserted on: boots
modAECMutatorRunBoost46,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.046[-]
modAECMutatorRunBoost46Desc,,,,Run Speed +92%\nCan be inserted on: boots
modAECMutatorRunBoost47,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.047[-]
modAECMutatorRunBoost47Desc,,,,Run Speed +94%\nCan be inserted on: boots
modAECMutatorRunBoost48,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.048[-]
modAECMutatorRunBoost48Desc,,,,Run Speed +96%\nCan be inserted on: boots
modAECMutatorRunBoost49,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.049[-]
modAECMutatorRunBoost49Desc,,,,Run Speed +98%\nCan be inserted on: boots
modAECMutatorRunBoost50,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.050[-]
modAECMutatorRunBoost50Desc,,,,Run Speed +100%\nCan be inserted on: boots
modAECMutatorRunBoost51,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.051[-]
modAECMutatorRunBoost51Desc,,,,Run Speed +102%\nCan be inserted on: boots
modAECMutatorRunBoost52,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.052[-]
modAECMutatorRunBoost52Desc,,,,Run Speed +104%\nCan be inserted on: boots
modAECMutatorRunBoost53,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.053[-]
modAECMutatorRunBoost53Desc,,,,Run Speed +106%\nCan be inserted on: boots
modAECMutatorRunBoost54,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.054[-]
modAECMutatorRunBoost54Desc,,,,Run Speed +108%\nCan be inserted on: boots
modAECMutatorRunBoost55,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.055[-]
modAECMutatorRunBoost55Desc,,,,Run Speed +110%\nCan be inserted on: boots
modAECMutatorRunBoost56,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.056[-]
modAECMutatorRunBoost56Desc,,,,Run Speed +112%\nCan be inserted on: boots
modAECMutatorRunBoost57,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.057[-]
modAECMutatorRunBoost57Desc,,,,Run Speed +114%\nCan be inserted on: boots
modAECMutatorRunBoost58,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.058[-]
modAECMutatorRunBoost58Desc,,,,Run Speed +116%\nCan be inserted on: boots
modAECMutatorRunBoost59,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.059[-]
modAECMutatorRunBoost59Desc,,,,Run Speed +118%\nCan be inserted on: boots
modAECMutatorRunBoost60,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.060[-]
modAECMutatorRunBoost60Desc,,,,Run Speed +120%\nCan be inserted on: boots
modAECMutatorRunBoost61,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.061[-]
modAECMutatorRunBoost61Desc,,,,Run Speed +122%\nCan be inserted on: boots
modAECMutatorRunBoost62,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.062[-]
modAECMutatorRunBoost62Desc,,,,Run Speed +124%\nCan be inserted on: boots
modAECMutatorRunBoost63,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.063[-]
modAECMutatorRunBoost63Desc,,,,Run Speed +126%\nCan be inserted on: boots
modAECMutatorRunBoost64,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.064[-]
modAECMutatorRunBoost64Desc,,,,Run Speed +128%\nCan be inserted on: boots
modAECMutatorRunBoost65,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.065[-]
modAECMutatorRunBoost65Desc,,,,Run Speed +130%\nCan be inserted on: boots
modAECMutatorRunBoost66,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.066[-]
modAECMutatorRunBoost66Desc,,,,Run Speed +132%\nCan be inserted on: boots
modAECMutatorRunBoost67,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.067[-]
modAECMutatorRunBoost67Desc,,,,Run Speed +134%\nCan be inserted on: boots
modAECMutatorRunBoost68,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.068[-]
modAECMutatorRunBoost68Desc,,,,Run Speed +136%\nCan be inserted on: boots
modAECMutatorRunBoost69,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.069[-]
modAECMutatorRunBoost69Desc,,,,Run Speed +138%\nCan be inserted on: boots
modAECMutatorRunBoost70,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.070[-]
modAECMutatorRunBoost70Desc,,,,Run Speed +140%\nCan be inserted on: boots
modAECMutatorRunBoost71,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.071[-]
modAECMutatorRunBoost71Desc,,,,Run Speed +142%\nCan be inserted on: boots
modAECMutatorRunBoost72,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.072[-]
modAECMutatorRunBoost72Desc,,,,Run Speed +144%\nCan be inserted on: boots
modAECMutatorRunBoost73,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.073[-]
modAECMutatorRunBoost73Desc,,,,Run Speed +146%\nCan be inserted on: boots
modAECMutatorRunBoost74,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.074[-]
modAECMutatorRunBoost74Desc,,,,Run Speed +148%\nCan be inserted on: boots
modAECMutatorRunBoost75,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.075[-]
modAECMutatorRunBoost75Desc,,,,Run Speed +150%\nCan be inserted on: boots
modAECMutatorRunBoost76,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.076[-]
modAECMutatorRunBoost76Desc,,,,Run Speed +152%\nCan be inserted on: boots
modAECMutatorRunBoost77,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.077[-]
modAECMutatorRunBoost77Desc,,,,Run Speed +154%\nCan be inserted on: boots
modAECMutatorRunBoost78,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.078[-]
modAECMutatorRunBoost78Desc,,,,Run Speed +156%\nCan be inserted on: boots
modAECMutatorRunBoost79,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.079[-]
modAECMutatorRunBoost79Desc,,,,Run Speed +158%\nCan be inserted on: boots
modAECMutatorRunBoost80,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.080[-]
modAECMutatorRunBoost80Desc,,,,Run Speed +160%\nCan be inserted on: boots
modAECMutatorRunBoost81,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.081[-]
modAECMutatorRunBoost81Desc,,,,Run Speed +162%\nCan be inserted on: boots
modAECMutatorRunBoost82,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.082[-]
modAECMutatorRunBoost82Desc,,,,Run Speed +164%\nCan be inserted on: boots
modAECMutatorRunBoost83,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.083[-]
modAECMutatorRunBoost83Desc,,,,Run Speed +166%\nCan be inserted on: boots
modAECMutatorRunBoost84,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.084[-]
modAECMutatorRunBoost84Desc,,,,Run Speed +168%\nCan be inserted on: boots
modAECMutatorRunBoost85,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.085[-]
modAECMutatorRunBoost85Desc,,,,Run Speed +170%\nCan be inserted on: boots
modAECMutatorRunBoost86,,,,[FFD700]AEC[-] [FFFFFF]RUN BOOST[-] [FFD700]LVL.086[-]
modAECMutatorRunBoost86Desc,,,,Run Speed +172%\nCan be inserted on: boots
